step,objective
0,-0.3237474761967463
1,-0.12469043304355872
2,0.17637314419583205
3,0.31923480405310106
4,0.45742708076304384
5,0.4992259498754916
6,0.6090072378742337
7,0.612990746620126
8,0.6517868189796218
9,0.6832678336790647
10,0.7009060214296788
11,0.7235112256914987
12,0.7235112256914987
13,0.7415618638312157
14,0.7548557038431967
15,0.7643168785197276
16,0.7724508825227215
17,0.7900134528299197
18,0.817212204474452
19,0.8349455423317669
20,0.841395958183761
21,0.8616776349626936
22,0.8655737117821861
23,0.8687364617651913
24,0.8793877617461003
25,0.8820925412441348
26,0.8864617761338659
27,0.8933564607318507
28,0.8958145050439313
29,0.8992587132409327
30,0.902390816291517
31,0.9099481976006163
32,0.914426453786
33,0.914750090295715
34,0.9162255999222664
35,0.9177888172301346
36,0.9177888172301346
37,0.9201993286271162
38,0.9204980503290289
39,0.9218724441464347
40,0.9279448596843771
41,0.9301984168514068
42,0.9317048022101839
43,0.9337560075168334
44,0.9348062023239639
45,0.9351950242819068
46,0.9366649513304357
47,0.939501617359715
48,0.9408401075778785
49,0.9411815537483672
50,0.9427356139135644
51,0.9430125008044022
52,0.9437402383982111
53,0.9437402383982111
54,0.9450142415349703
55,0.9454120606176303
56,0.9458848880608118
57,0.9460029843978928
58,0.9460029843978928
59,0.9470872241700249
60,0.9475332464225287
61,0.9478634665173359
62,0.9478634665173359
63,0.9482495335221824
64,0.9488078774668666
65,0.9489660423369658
66,0.9492675895464162
67,0.9498502814665453
68,0.9504420348124144
69,0.9508174689443
70,0.9508174689443
71,0.9513189123315289
72,0.9513189123315289
73,0.9513288368817318
74,0.9514557025159838
75,0.9518481287718162
76,0.9527200387539667
77,0.9529374796272826
78,0.9536177566725781
79,0.9536577723205664
80,0.9541691399023208
81,0.9541691399023208
82,0.9543671421306251
83,0.9544976989483978
84,0.9544976989483978
85,0.954746877547525
86,0.954746877547525
87,0.954746877547525
88,0.954746877547525
89,0.9547835157112143
90,0.9547835157112143
91,0.954968249186026
92,0.9550034252089308
93,0.9550336471705583
94,0.9550336471705583
95,0.9550461278191091
96,0.9550461278191091
