step,objective,num_branches
501,0.9588736240509663,8
502,0.9588835199256067,8
503,0.9588856654407107,8
504,0.9588873392656463,8
505,0.9588856017141866,8
506,0.9588877401034595,8
507,0.9588769966701716,8
508,0.9588753073921291,8
509,0.958877313349301,8
510,0.9588812821785541,8
511,0.9588824944488066,8
512,0.958879358861713,8
513,0.9588782099042022,8
514,0.958887520241961,8
515,0.9588906955741802,8
516,0.958900833375757,8
517,0.9589012984169014,8
518,0.9589013989355463,8
519,0.9588913761274639,8
520,0.9589000135571025,8
521,0.9589035175164354,8
522,0.9589046668766646,8
523,0.958903652430887,8
524,0.9589049570026742,8
525,0.9589059577805327,8
526,0.9589036101490718,8
527,0.9588943013039204,8
528,0.9589151334104177,8
529,0.9589149155017613,8
530,0.9589137563626766,8
531,0.9589106175949782,8
532,0.9589090219579453,8
533,0.9589031205824701,8
534,0.9589130453684263,8
535,0.9589090286496071,8
536,0.9589196244869033,8
537,0.9589096282680485,8
538,0.9589010159172467,8
539,0.9589005233545634,8
540,0.9588931513313268,8
541,0.9589156238851291,8
542,0.9589202169740582,8
543,0.9589138595348436,8
544,0.9589096226990624,8
545,0.9589178254089887,8
546,0.9589190751594385,8
547,0.9589113125458624,8
548,0.9589153406311011,8
549,0.958929300759949,8
550,0.9589377615425901,8
551,0.9589354749494571,8
552,0.9589329895110054,8
553,0.9589385618503125,8
554,0.958936482885932,8
555,0.9589249513291886,8
556,0.9589241534254461,8
557,0.9589213173072093,8
558,0.9589149931651811,8
559,0.9589218883434845,8
560,0.9589202464605181,8
561,0.9589223464283205,8
562,0.9589250657839502,8
563,0.9589136581022489,8
564,0.9589135483161745,8
565,0.958912998782518,8
566,0.9589122205124243,8
567,0.9589178332164316,8
568,0.9589200777549848,8
569,0.9589191621074996,8
570,0.958913367839262,8
571,0.9589068066037872,8
572,0.9589052648607811,8
573,0.95891848742581,8
574,0.9589165278497567,8
575,0.9589198971120024,8
576,0.9589124653381946,8
577,0.9589225314533953,8
578,0.9589140843938926,8
579,0.9589230668946314,8
580,0.9589304958568642,8
581,0.9589313682582681,8
582,0.9589239025046922,8
583,0.9589121298131232,8
584,0.9589156687348233,8
585,0.9589178741143677,8
586,0.9589177541871028,8
587,0.9589294850508271,8
588,0.9589307793596323,8
589,0.9589301725112701,8
590,0.9589315288650806,8
591,0.9589378381746919,8
592,0.9589407187021111,8
593,0.9589440288264705,8
594,0.958940787141299,8
595,0.9589438538568515,8
596,0.9589390812068035,8
597,0.9589329848688491,8
598,0.95894724885388,8
599,0.9589522745902483,8
